datetime;open;high;low;close;volume
2022-04-01 13:30:00;1077.01001;1085.64990;1073.50000;1084.56006;5156750
2022-04-01 09:30:00;1081.15002;1094.75000;1066.75012;1077.53003;11684039
2022-03-31 13:30:00;1090.30457;1095.11499;1077.01001;1077.59998;4567932
2022-03-31 09:30:00;1094.56995;1103.13989;1081.79004;1090.33997;9794362
2022-03-30 13:30:00;1105.71545;1108.35999;1084.51001;1093.98999;6558887
2022-03-30 09:30:00;1091.17004;1113.94995;1084.98425;1105.50391;12736672
2022-03-29 13:30:00;1094.06006;1105.31006;1090.29163;1099.56995;5764052
2022-03-29 09:30:00;1107.00000;1114.75000;1073.15002;1094.00000;1225781
2022-03-28 13:30:00;1090.59998;1097.68005;1082.38000;1091.83997;41719
2022-03-28 09:30:00;1066.71997;1096.17004;1054.43994;1090.52002;0
2022-03-25 13:30:00;1003.01001;1011.39001;998.87000;1010.94000;5683430
2022-03-25 09:30:00;1008.00000;1021.79993;997.32013;1003.23602;14063952
2022-03-24 13:30:00;1007.46997;1018.40997;1004.02002;1013.71997;5414911
2022-03-24 09:30:00;1009.72998;1022.89001;988.79999;1007.16010;16424405
2022-03-23 13:30:00;998.00000;1009.53003;984.85999;998.72998;10354899
2022-03-23 09:30:00;979.94000;1040.69995;976.40002;998.14001;29075518
2022-03-22 13:30:00;952.50000;997.85999;952.02002;994.17999;18009335
2022-03-22 09:30:00;930.00000;953.00000;921.77002;952.51001;15756187
2022-03-21 13:30:00;911.72998;927.94397;911.50012;921.36499;6065143
2022-03-21 09:30:00;914.97998;941.46997;907.09003;911.92999;19642907
2022-03-18 13:30:00;899.69000;907.84998;892.02002;905.39001;9058703
2022-03-18 09:30:00;874.48999;903.84998;868.50000;899.86438;17557907
2022-03-17 13:30:00;863.76581;875.00000;863.37000;871.92999;7167603
2022-03-17 09:30:00;830.98999;865.58990;825.71777;863.49622;13582824
2022-03-16 13:30:00;823.33002;842.00000;802.26007;840.22998;12043898
2022-03-16 09:30:00;809.00000;840.87000;804.00000;823.56989;15634722
2022-03-15 13:30:00;788.20001;805.57001;787.50000;801.58002;6281812
2022-03-15 09:30:00;775.27002;801.00000;756.57001;788.18329;14882283
2022-03-14 13:30:00;760.44000;770.34998;756.03998;766.02002;6290564
2022-03-14 09:30:00;780.60999;800.70001;756.27002;760.04712;16342003
2022-03-11 13:30:00;805.64502;806.28003;793.77002;795.34998;6552105
2022-03-11 09:30:00;840.19702;843.80200;797.21997;805.58447;14903469
2022-03-10 13:30:00;813.92798;839.78998;811.03003;838.28003;6336009
2022-03-10 09:30:00;851.45001;854.45001;810.36011;814.03998;12535200
2022-03-09 13:30:00;852.79999;860.56000;848.32001;858.92999;5280996
2022-03-09 09:30:00;839.47998;857.81000;832.35999;852.83990;13301681
2022-03-08 13:30:00;837.09998;844.00000;823.00000;824.40002;7395646
2022-03-08 09:30:00;795.45001;849.98999;782.16998;837.84003;18399098
2022-03-07 13:30:00;818.03009;822.25000;804.57001;804.58002;6591953
2022-03-07 09:30:00;856.29999;864.46002;817.14001;818.38000;16115571
2022-03-04 13:30:00;847.48999;851.69000;828.10999;838.56000;6630011
2022-03-04 09:30:00;849.01001;855.65002;825.16089;847.34497;14966269
2022-03-03 13:30:00;857.03003;857.29993;832.60010;839.28998;6686533
2022-03-03 09:30:00;878.32001;886.43903;848.78003;856.83008;12592100
2022-03-02 13:30:00;864.00000;883.52069;860.27002;879.89001;7694151
2022-03-02 09:30:00;872.13000;885.83002;844.27209;863.71503;16346990
2022-03-01 13:30:00;861.62500;872.25000;853.79999;864.48999;6076008
2022-03-01 09:30:00;869.54999;889.88000;856.69519;861.50000;17798398
2022-02-28 13:30:00;867.78998;872.00000;852.25000;871.00000;7814471
2022-02-28 09:30:00;815.01001;876.85999;814.70752;867.88989;23002828
2022-02-25 13:30:00;801.48999;810.64001;797.61420;809.83002;5844768
2022-02-25 09:30:00;809.65997;819.46082;782.40051;801.27002;16735864
2022-02-24 13:30:00;756.76007;802.47998;755.44000;800.53998;12903260
2022-02-24 09:30:00;700.39001;774.70001;700.00000;757.24500;30848022
2022-02-23 13:30:00;780.49829;789.83002;760.62012;764.03998;10790330
2022-02-23 09:30:00;830.21997;835.24988;780.02002;780.02002;19440881
2022-02-22 13:30:00;807.66998;831.00000;801.10010;821.62000;10163369
2022-02-22 09:30:00;834.13000;856.73383;802.78003;807.51202;16778386
2022-02-18 13:30:00;840.83002;862.66998;840.28003;856.97998;699359
2022-02-18 09:30:00;886.00000;886.12000;837.71997;841.02002;273982
2022-02-17 13:30:00;883.03998;884.82990;874.09998;876.40997;5886032
2022-02-17 09:30:00;913.26001;918.49988;880.52002;883.29999;11638183
2022-02-16 13:30:00;905.28998;926.42987;901.21002;923.26001;7167227
2022-02-16 09:30:00;914.04999;917.65997;902.96002;905.21997;8833820
2022-02-15 13:30:00;918.53003;922.79999;913.21002;922.15002;0
2022-02-15 09:30:00;900.00000;921.70001;894.48999;918.08002;62036
2022-02-14 13:30:00;880.54999;880.90991;859.03998;875.78003;7496361
2022-02-14 09:30:00;861.57001;898.87988;853.15002;880.67999;14387208
2022-02-11 13:30:00;881.34003;881.57458;850.70001;859.33002;11609374
2022-02-11 09:30:00;911.10999;915.96002;881.01001;881.20001;14055407
2022-02-10 13:30:00;915.02002;921.69263;896.70001;904.54999;7078686
2022-02-10 09:30:00;908.37000;943.81000;905.97998;915.02002;14038084
2022-02-09 13:30:00;936.25012;937.59991;926.95001;931.98999;4434069
2022-02-09 09:30:00;935.00000;944.15002;920.00000;936.59460;12067338
2022-02-08 13:30:00;922.87000;926.28992;914.78003;921.66998;5070779
2022-02-08 09:30:00;905.53003;925.32062;895.00000;922.71503;11194546
2022-02-07 13:30:00;919.29999;926.57990;915.90002;924.58270;1056208
2022-02-07 09:30:00;940.00000;947.00000;908.02008;913.58002;3066109
2022-02-04 13:30:00;926.58002;936.48999;921.29999;923.32001;0
2022-02-04 09:30:00;896.77002;928.98999;881.41998;926.15002;0
2022-02-03 13:30:00;914.37000;919.56000;886.88000;891.60339;7431732
2022-02-03 09:30:00;882.00000;937.00000;880.52002;914.65997;17854175
2022-02-02 13:30:00;906.22998;911.50000;900.00000;905.65002;5316559
2022-02-02 09:30:00;928.17999;930.00000;889.40997;906.40002;15249646
2022-02-01 13:30:00;933.07001;935.31000;918.28003;930.95001;5663664
2022-02-01 09:30:00;935.21002;943.70001;905.00000;933.34991;17823726
2022-01-31 13:30:00;922.00000;937.98999;918.46002;936.83002;9891495
2022-01-31 09:30:00;872.71002;932.17999;862.04999;921.97998;23318289
2022-01-28 13:30:00;834.50000;847.47992;813.20007;846.31000;11521109
2022-01-28 09:30:00;831.56000;857.50000;792.01001;834.37000;32247346
2022-01-27 13:30:00;854.89001;867.89001;829.00000;829.33002;15890246
2022-01-27 09:30:00;933.35999;935.39001;853.20001;854.81000;30798804
2022-01-26 13:30:00;957.94000;986.72998;906.03998;938.38000;20495907
2022-01-26 09:30:00;952.42999;964.26001;938.63000;958.79999;21353849
2022-01-25 13:30:00;920.80450;951.00000;915.00000;918.40002;6529695
2022-01-25 09:30:00;913.72998;932.29999;904.00000;920.44000;5312615
2022-01-24 13:30:00;884.06000;933.37000;873.59998;930.00000;14641271
2022-01-24 09:30:00;905.00500;915.58502;851.48999;884.35699;34348639
2022-01-21 13:30:00;956.38000;964.70001;940.72998;942.81000;1150465
2022-01-21 09:30:00;996.79999;1004.54999;951.72998;956.54999;0
2022-01-20 13:30:00;1030.26001;1034.12000;994.09009;996.19012;8493090
2022-01-20 09:30:00;1009.72998;1041.66003;1005.02002;1030.40002;15035825
2022-01-19 13:30:00;1011.09003;1017.33002;995.00000;995.53003;7375766
2022-01-19 09:30:00;1041.70496;1052.82996;995.50000;1010.91913;16858753
2022-01-18 13:30:00;1034.00000;1053.76001;1026.68994;1030.52002;6270912
2022-01-18 09:30:00;1026.60498;1070.78992;1016.06000;1034.59998;14157953
2022-01-14 13:30:00;1024.19995;1052.00000;1020.34009;1049.89001;7242506
2022-01-14 09:30:00;1019.88000;1048.64990;1013.54999;1024.48999;16384453
2022-01-13 13:30:00;1061.09998;1071.96997;1026.89001;1031.56006;0
2022-01-13 09:30:00;1109.00000;1114.69995;1051.54004;1061.53003;0
2022-01-12 13:30:00;1098.63000;1114.46997;1093.59998;1106.21997;0
2022-01-12 09:30:00;1078.03003;1103.32996;1072.59998;1098.43994;0
2022-01-11 13:30:00;1061.34167;1067.31006;1053.50012;1064.40002;4850125
2022-01-11 09:30:00;1053.67004;1075.84998;1040.00000;1061.69995;16102224
2022-01-10 13:30:00;1021.67700;1059.09998;1014.30011;1058.27002;8764512
2022-01-10 09:30:00;1000.00000;1031.92993;980.00000;1021.39001;20566104
2022-01-07 13:30:00;1028.22437;1039.49988;1010.00000;1026.90002;10240841
2022-01-07 09:30:00;1080.37000;1080.69995;1023.34998;1027.97998;16948464
2022-01-06 13:30:00;1060.84998;1084.56494;1058.13000;1064.69995;6560052
2022-01-06 09:30:00;1075.00000;1088.00000;1020.50000;1060.51001;22682521
2022-01-05 13:30:00;1137.51001;1145.96997;1081.01013;1087.62012;11858463
2022-01-05 09:30:00;1146.65002;1170.33997;1130.00000;1137.55005;23955577
2022-01-04 13:30:00;1160.81970;1161.15002;1135.31775;1149.63000;7833461
2022-01-04 09:30:00;1187.34692;1208.00000;1123.05005;1160.85986;24773911
2022-01-03 13:30:00;1175.74414;1201.06995;1174.27002;1199.65002;11372214
2022-01-03 09:30:00;1147.75000;1178.57996;1136.04004;1175.66003;21619645
2021-12-31 13:30:00;1067.50000;1069.28003;1054.58997;1057.23999;4329729
2021-12-31 09:30:00;1073.44446;1081.99988;1063.00012;1067.79004;8503954
2021-12-30 13:30:00;1089.83997;1091.18005;1068.52002;1070.75000;0
2021-12-30 09:30:00;1060.50000;1095.38000;1056.00000;1089.55005;0
2021-12-29 13:30:00;1085.07996;1097.07996;1082.72998;1086.18994;0
2021-12-29 09:30:00;1097.05005;1103.03003;1064.81995;1085.00000;0
2021-12-28 13:30:00;1091.56995;1098.50000;1084.47998;1088.46997;511405
2021-12-28 09:30:00;1108.98999;1118.93994;1078.70996;1091.85999;1546147
2021-12-27 13:30:00;1112.50000;1112.96997;1087.78003;1093.66003;1956544
2021-12-27 09:30:00;1074.54614;1117.00000;1070.71521;1112.42004;10251007
2021-12-23 13:30:00;1067.01001;1072.80005;1058.51001;1067.54004;2772222
2021-12-23 09:30:00;1005.90009;1069.09998;997.56000;1067.01001;21641225
2021-12-22 13:30:00;995.48999;1010.14001;988.90009;1008.63000;7719971
2021-12-22 09:30:00;965.78998;1015.65991;957.04999;995.34003;22112625
2021-12-21 13:30:00;920.83502;939.50000;920.52008;938.53003;7768529
2021-12-21 09:30:00;916.50000;923.77002;886.12000;920.50500;14921513
2021-12-20 13:30:00;900.95001;905.48999;897.00012;900.09998;4198248
2021-12-20 09:30:00;910.13239;921.68842;893.43231;901.21503;12983389
2021-12-17 13:30:00;947.58002;954.59998;931.15002;931.15002;5943233
2021-12-17 09:30:00;912.00000;960.65991;911.00000;947.37000;18890597
2021-12-16 13:30:00;942.21002;946.00000;922.53998;926.71997;8824056
2021-12-16 09:30:00;994.44000;994.97998;929.13000;942.21008;17738533
2021-12-15 13:30:00;937.15997;978.74988;934.70001;975.92999;10129792
2021-12-15 09:30:00;953.20001;971.64990;928.25012;937.32001;12448378
2021-12-14 13:30:00;936.54938;966.40997;932.00000;958.51001;7196596
2021-12-14 09:30:00;941.84998;958.46997;930.00000;936.99902;15478040
2021-12-13 13:30:00;960.20001;975.52002;951.45227;965.97998;7548443
2021-12-13 09:30:00;1001.00000;1005.00000;957.22803;960.39001;16699181
2021-12-10 13:30:00;1018.44000;1020.97968;1007.39349;1016.69000;4111527
2021-12-10 09:30:00;1008.75000;1020.32001;982.53003;1018.08173;14616439
2021-12-09 13:30:00;1022.26001;1024.54004;1002.35999;1003.41998;7696687
2021-12-09 09:30:00;1060.75000;1062.48999;1021.50000;1022.38000;10980014
2021-12-08 13:30:00;1067.09424;1072.38000;1057.47009;1068.09998;4118826
2021-12-08 09:30:00;1052.77002;1067.15991;1033.00012;1066.95850;9113617
2021-12-07 13:30:00;1045.68506;1057.67395;1041.11011;1051.71997;4668860
2021-12-07 09:30:00;1045.00000;1053.42004;1026.81006;1045.61499;4551609
2021-12-06 13:30:00;1012.09003;1021.64001;1002.50000;1008.37000;4132328
2021-12-06 09:30:00;1000.35577;1013.14001;950.51001;1011.73999;11318506
2021-12-03 13:30:00;1027.13159;1027.13159;1000.21002;1014.96997;9032434
2021-12-03 09:30:00;1084.78003;1090.57532;1006.71002;1026.68005;20188337
2021-12-02 13:30:00;1075.22498;1091.00000;1069.06995;1084.59998;6070325
2021-12-02 09:30:00;1098.92004;1113.00000;1056.65002;1075.40002;17165817
2021-12-01 13:30:00;1142.51001;1144.14990;1090.76001;1095.00000;9445768
2021-12-01 09:30:00;1160.00000;1172.83984;1135.92004;1142.31128;12464771
2021-11-30 13:30:00;1128.00000;1146.73999;1127.31995;1144.76001;3512269
2021-11-30 09:30:00;1144.40662;1168.00000;1118.00000;1126.00000;12926791
2021-11-29 13:30:00;1130.75000;1137.64001;1121.55005;1137.22998;1234711
2021-11-29 09:30:00;1111.79285;1142.50000;1100.19995;1131.41003;5989486
2021-11-26 13:30:00;1083.97000;1085.00000;1080.98000;1081.00000;0
2021-11-26 09:30:00;1096.80005;1108.06995;1081.00000;1083.97000;3587971
2021-11-24 13:30:00;1124.67004;1132.77002;1111.94995;1115.51001;1100633
2021-11-24 09:30:00;1080.98999;1127.32996;1062.00000;1124.00000;6614661
2021-11-23 13:30:00;1079.41003;1114.37000;1062.69995;1108.81006;7353424
2021-11-23 09:30:00;1167.02002;1180.00000;1075.44006;1079.58826;8249797
2021-11-22 13:30:00;1183.64990;1190.14001;1153.02014;1156.05005;4401792
2021-11-22 09:30:00;1162.95996;1201.93994;1135.00000;1183.48999;14266036
2021-11-19 13:30:00;1114.31995;1138.50000;1113.78003;1137.06006;0
2021-11-19 09:30:00;1101.46997;1118.17004;1093.19995;1114.01001;5942
2021-11-18 13:30:00;1083.37805;1102.00000;1075.02002;1096.38000;5863320
2021-11-18 09:30:00;1106.78003;1111.97998;1078.69995;1083.81909;14254583
2021-11-17 13:30:00;1086.32996;1102.98999;1082.12000;1089.01001;7686027
2021-11-17 09:30:00;1063.51001;1119.64001;1055.50000;1086.71973;22811549
2021-11-16 13:30:00;1047.64294;1056.98999;1038.00000;1054.27002;6308687
2021-11-16 09:30:00;1004.00000;1057.19995;1002.54669;1048.07996;18875408
2021-11-15 13:30:00;989.00000;1029.12000;983.44171;1013.39001;13347594
2021-11-15 09:30:00;1017.82001;1023.56000;978.64240;988.83398;20429041
2021-11-12 13:30:00;1025.57996;1036.99988;1021.34998;1033.50000;7801748
2021-11-12 09:30:00;1047.78479;1054.38989;1019.20001;1025.69995;16629686
2021-11-11 13:30:00;1060.14001;1071.18994;1056.05005;1063.51001;4611621
2021-11-11 09:30:00;1103.31006;1104.78003;1054.68005;1060.42261;17081440
2021-11-10 13:30:00;1048.32495;1075.43005;1012.50012;1067.76001;12999709
2021-11-10 09:30:00;1010.00000;1078.05005;987.32202;1048.32605;27922613
2021-11-09 13:30:00;1043.82996;1060.93005;1011.52002;1023.51001;16250277
2021-11-09 09:30:00;1174.00000;1174.17017;1023.65167;1043.83997;41758775
2021-11-08 13:30:00;1187.29602;1189.19995;1160.00000;1162.72998;7093511
2021-11-08 09:30:00;1148.81995;1196.94995;1133.01721;1187.58997;24755203
2021-11-05 13:30:00;1223.15002;1232.23999;1217.00000;1221.44055;6669958
2021-11-05 09:30:00;1228.00000;1239.80005;1208.00000;1222.97998;14355360
2021-11-04 13:30:00;1235.57996;1240.00000;1225.80005;1229.91003;6436353
2021-11-04 09:30:00;1233.63232;1243.48999;1217.00000;1235.57996;17058375
2021-11-03 13:30:00;1177.57007;1215.39001;1165.08997;1213.68799;14566809
2021-11-03 09:30:00;1183.00061;1190.85999;1152.68005;1177.14160;18259381
2021-11-02 13:30:00;1165.15002;1188.69995;1159.03003;1171.55005;1813682
2021-11-02 09:30:00;1157.37000;1207.80005;1146.00000;1165.85999;9440105
2021-11-01 13:30:00;1172.32996;1209.75000;1162.55005;1209.47998;10495249
2021-11-01 09:30:00;1147.37000;1192.93994;1118.91003;1172.88000;9791009
2021-10-29 13:30:00;1101.95129;1114.97998;1093.00574;1114.00000;8203348
2021-10-29 09:30:00;1080.00000;1105.85999;1073.20496;1101.81995;16231007
2021-10-28 13:30:00;1073.25000;1077.76001;1066.10999;1077.08997;4981007
2021-10-28 09:30:00;1074.91357;1081.00000;1054.38000;1073.17505;20566849
2021-10-27 13:30:00;1044.75000;1051.87988;1030.78003;1037.85999;9368775
2021-10-27 09:30:00;1038.00000;1070.88000;1033.01392;1044.76270;27658519
2021-10-26 13:30:00;1011.26001;1043.69995;1009.00000;1018.42999;12075514
2021-10-26 09:30:00;1024.07117;1094.93994;1001.46002;1011.03009;49239261
2021-10-25 13:30:00;994.02252;1045.00000;992.29010;1024.85999;24749278
2021-10-25 09:30:00;950.62653;998.73993;944.20001;994.14001;36612519
2021-10-22 13:30:00;904.70001;910.00000;903.54010;909.67999;5847811
2021-10-22 09:30:00;894.90002;910.00000;891.00000;904.71002;15129493
2021-10-21 13:30:00;892.07001;895.73999;865.79999;893.59998;6193545
2021-10-21 09:30:00;856.00000;900.00000;855.50458;892.07001;23968544
2021-10-20 13:30:00;863.75000;867.48993;862.79999;865.79999;4416282
2021-10-20 09:30:00;864.08002;869.47998;857.41010;863.74988;7350454
2021-10-19 13:30:00;874.50000;875.15997;862.78998;864.15997;4369239
2021-10-19 09:30:00;877.34998;877.95001;862.59998;874.38220;12209941
2021-10-18 13:30:00;871.08392;875.21002;867.50012;870.10999;7314920
2021-10-18 09:30:00;851.75568;872.07001;851.46997;871.04010;14565298
2021-10-15 13:30:00;833.12000;843.21002;831.54999;843.07001;6228656
2021-10-15 09:30:00;823.73840;835.58002;822.34998;833.19989;11707120
2021-10-14 13:30:00;818.50000;819.77991;816.57001;818.32001;3093523
2021-10-14 09:30:00;815.62610;820.25000;813.35010;818.44983;8322239
2021-10-13 13:30:00;809.66998;815.40997;808.03998;811.27002;5077307
2021-10-13 09:30:00;809.80591;811.90002;805.79492;809.77002;8529173
2021-10-12 13:30:00;809.00000;812.31989;803.02502;805.71997;6064898
2021-10-12 09:30:00;800.92999;811.34998;796.57001;809.02002;14453872
2021-10-11 13:30:00;792.15009;799.44000;791.54999;791.94000;4135274
2021-10-11 09:30:00;787.87000;801.23999;785.51001;792.23431;9533243
2021-10-08 13:30:00;784.45001;793.63000;784.29010;785.48999;4690334
2021-10-08 09:30:00;793.48499;795.28998;781.89001;784.67999;11543811
2021-10-07 13:30:00;787.41998;805.00000;786.08008;793.60999;9193702
2021-10-07 09:30:00;785.33002;789.84003;783.38000;787.38000;7836183
2021-10-06 13:30:00;780.38000;784.39990;778.25348;782.75000;3641393
2021-10-06 09:30:00;776.20001;786.39001;773.21997;780.15503;10307261
2021-10-05 13:30:00;776.54498;786.53998;774.69000;780.59998;4551046
2021-10-05 09:30:00;784.79620;797.31000;774.26001;776.38000;13225814
2021-10-04 13:30:00;781.52502;788.35999;777.50000;781.59003;6050640
2021-10-04 09:30:00;796.51489;806.96991;776.12000;781.22009;23392177
2021-10-01 13:30:00;770.84998;777.48999;766.83002;775.21997;4931319
2021-10-01 09:30:00;778.09998;780.78003;763.59003;770.87000;10830575
2021-09-30 13:30:00;783.04999;788.97998;775.00000;775.47998;5376476
2021-09-30 09:30:00;781.00000;789.09998;776.21002;783.20001;11539338
2021-09-29 13:30:00;773.47339;785.40002;771.45001;781.31000;6578022
2021-09-29 09:30:00;779.79999;793.50000;770.69012;773.28998;13692862
2021-09-28 13:30:00;779.72998;785.18927;766.56000;777.56000;7131640
2021-09-28 09:30:00;787.29999;795.64001;775.06000;779.83002;13393018
2021-09-27 13:30:00;793.15002;799.00000;789.62000;791.40002;5957471
2021-09-27 09:30:00;773.59998;796.98999;769.31000;793.02008;14499382
2021-09-24 13:30:00;766.62000;774.69000;764.34003;774.33002;2611106
2021-09-24 09:30:00;745.60999;767.45001;745.04999;766.53009;8602265
2021-09-23 13:30:00;753.90997;755.29999;752.59003;753.67999;3273040
2021-09-23 09:30:00;755.00000;758.14001;747.95001;754.03003;7341704
2021-09-22 13:30:00;747.88989;753.66992;745.38000;751.94000;5775367
2021-09-22 09:30:00;743.52631;749.97998;739.17999;747.88000;7999341
2021-09-21 13:30:00;739.15503;742.82001;738.19000;739.38000;4097613
2021-09-21 09:30:00;734.58008;744.73993;730.44000;739.05011;11192200
2021-09-20 13:30:00;731.09003;731.51001;718.62488;730.26001;8471649
2021-09-20 09:30:00;734.55768;742.00000;724.46002;731.08002;14944824
2021-09-17 13:30:00;756.76001;760.73999;750.13000;759.83002;7712366
2021-09-17 09:30:00;757.79401;761.00000;750.88013;756.67999;10969223
2021-09-16 13:30:00;752.18500;758.90002;751.40002;756.90997;5115744
2021-09-16 09:30:00;752.71002;756.71942;747.60999;752.31989;7387987
2021-09-15 13:30:00;751.09998;756.85999;750.51001;755.87000;5384305
2021-09-15 09:30:00;745.00000;752.23999;738.35999;750.88000;9098353
2021-09-14 13:30:00;741.70001;747.12000;736.40002;744.53998;5784841
2021-09-14 09:30:00;742.57001;754.46997;739.32001;741.68011;12140929
2021-09-13 13:30:00;729.96997;744.78003;729.04010;743.00000;6974765
2021-09-13 09:30:00;740.21429;741.66998;708.94751;729.78998;15191404
2021-09-10 13:30:00;752.76788;753.09998;734.52008;736.27002;6920138
2021-09-10 09:30:00;760.63000;760.63000;752.59998;752.70001;7600823
2021-09-09 13:30:00;756.76001;758.60999;751.63013;754.85999;4703364
2021-09-09 09:30:00;753.64001;762.09991;753.01001;756.75000;8808811
2021-09-08 13:30:00;751.30499;754.60999;749.81000;753.87000;4278861
2021-09-08 09:30:00;761.22998;764.44000;741.59491;751.26007;14129415
2021-09-07 13:30:00;752.14001;755.59003;751.31000;752.91998;4111576
2021-09-07 09:30:00;740.16998;760.20001;739.26001;752.12012;14993913
2021-09-03 13:30:00;728.82013;734.00000;725.53003;733.75000;4660407
2021-09-03 09:30:00;732.32001;733.70001;724.20001;728.83002;9620871
2021-09-02 13:30:00;735.42999;736.47998;730.53998;732.39001;4673235
2021-09-02 09:30:00;734.50000;740.96997;732.38000;735.67999;7659322
2021-09-01 13:30:00;735.63000;738.00000;731.27008;734.08002;3451573
2021-09-01 09:30:00;734.00000;741.97992;731.59998;735.62000;8826804
2021-08-31 13:30:00;736.65997;738.25000;728.79999;735.76001;431121
2021-08-31 09:30:00;733.05530;740.20001;726.44000;736.84998;8580000
2021-08-30 13:30:00;722.28998;731.00000;722.19000;730.90997;5846020
2021-08-30 09:30:00;714.90002;730.00000;712.72998;722.28998;12032537
2021-08-27 13:30:00;711.78998;714.98999;711.15002;711.75000;4202340
2021-08-27 09:30:00;704.91052;713.97900;702.10010;711.81000;8882860
2021-08-26 13:30:00;705.59772;706.70001;697.62012;701.15997;4196739
2021-08-26 09:30:00;708.40002;715.40002;701.21619;705.41998;8464779
2021-08-25 13:30:00;711.96002;716.96997;710.25000;711.01001;3965347
2021-08-25 09:30:00;706.63501;714.98999;704.07001;711.90002;7841602
2021-08-24 13:30:00;706.41998;709.75989;705.59998;708.59497;1717889
2021-08-24 09:30:00;710.85577;715.21997;702.65002;706.43683;9841959
2021-08-23 13:30:00;711.33002;712.00000;704.31012;706.38000;2766813
2021-08-23 09:30:00;684.52002;711.07001;680.75049;711.07001;14332098
2021-08-20 13:30:00;677.50000;681.54993;674.95001;680.09003;3652118
2021-08-20 09:30:00;682.90002;692.12988;673.71997;677.53003;10377692
2021-08-19 13:30:00;678.57001;678.57001;667.59003;673.46997;4383351
2021-08-19 09:30:00;678.21002;686.54999;673.00000;678.12000;9116057
2021-08-18 13:30:00;689.23999;695.77002;684.76001;689.28998;5782339
2021-08-18 09:30:00;669.74792;693.83002;669.34998;689.19922;13223663
2021-08-17 13:30:00;655.72998;666.84003;648.90002;665.85999;3539696
2021-08-17 09:30:00;672.52032;674.54999;651.79999;655.38000;6444565
2021-08-16 13:30:00;681.28998;688.47760;680.62042;686.16998;5320700
2021-08-16 09:30:00;705.22119;709.50000;678.18262;681.16998;16375974
2021-08-13 13:30:00;719.01501;720.51001;714.53998;717.16998;3459253
2021-08-13 09:30:00;723.66827;729.90002;715.11621;719.00000;11894269
2021-08-12 13:30:00;717.12000;722.62000;716.20007;722.25000;4605895
2021-08-12 09:30:00;705.69000;722.75000;699.40002;717.04999;12253207
2021-08-11 13:30:00;708.12000;710.59998;705.85492;707.82001;2678151
2021-08-11 09:30:00;712.71002;715.17999;704.21997;708.00500;6621314
